title,brand,mpn,upc,product_type,primary_category,smart_home_ecosystem,brand_tier,condition,condition_score,price,wasPrice,discount_pct,savings_usd,has_discount,price_tier,log_price,price_per_channel,sold,available,mpn-alt,upc-alt,condition_score-alt,has_solar_power,is_battery_powered,is_wired,has_wifi,has_poe,has_cellular_4g5g,has_pan_tilt_zoom,has_motion_detect,has_ai_detection,has_two_way_audio,has_voice_control,has_floodlight,has_local_storage,has_cloud_storage,is_doorbell_camera,is_outdoor,is_indoor,is_nvr_dvr_system,is_complete_system,is_refurb_product,channel_count,pack_quantity,tech_richness_score,commercial_value_score,seller,seller_city,seller_state,seller_country,ships_to_count,excluded_country_count,global_reach_score,is_us_only_shipping,days_since_update,listing_freshness_score,estimated_revenue
Bosch DVR-16L-200A Security DVR,Bosch,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Premium Enterprise,For Parts,1,$161.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.093689,,,,,,322.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,0,Seller_421,Medina,Ohio,United States,206,13,0.9406,0,472,0,$0.00
Sibell Network Video Recorder NVR-SB32-16P L-439S,Sibell,,,Nvr-Sb32-16P,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$200.00,,$0.00,$0.00,0,Premium ($200–$500),5.303305,,,,,,398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,21.63,Seller_422,Erie,Pennsylvania,United States,167,11,0.9382,0,102,72.1,$0.00
"Arlo Security Cameras,  4 Camera Outdoor with Solar Panels, 2K - VMK3450",Arlo,VMK3450,193108145978,Complete System,Security Cameras,Arlo,Premium Consumer,New,5,$139.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.948689,,$3.00,$1.00,VMK3451,193108145979,274.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,59.67,Seller_423,Cleveland,Tennessee,United States,168,54,0.7568,0,4,98.9,$419.97
Axis M3058-PLVE Indoor/Outdoor Network Security Camera | ig,Axis,"01177-001, M3057PLVE, M3058-PLVE",,Dome Camera,Security Cameras,Other/Generic,Premium Enterprise,New,5,$255.00,,$0.00,$0.00,0,Premium ($200–$500),5.545177,,$46.00,$10.00,"01177-001, M3057PLVE, M3058-PLVE",,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,0,61.45,Seller_424,Emeryville,California,United States,2,220,0.009,0,17,95.3,"$11,730.00"
ED9632H5NV-16P-AN 32CH IP 12MP 20fps 192Mbps 16Port PoE Ai 2xLAN 2xHDMI NDAA NVR,Ens,"NDAA, TVT, Titanium, ED9632H5NV-16P-AN, TD-3332H4-16P-B2",,NVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$599.89,,$0.00,$0.00,0,High-End ($500–$1.5K),6.398412,$18.75,$4.00,$10.00,"NDAA, TVT, Titanium, ED9632H5NV-16P-AN, TD-3332H4-16P-B3",,1194.78,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32,1,1,28.77,Seller_425,Katy,TX,United States,162,20,0.8901,0,154,57.8,"$2,399.56"
LUMA Surveillance Network Video Recorder LUM-510-NVR-4CH-1T,Luma,LUM-510-NVR-4CH,,NVR,Uncategorized,Other/Generic,Other Brand,Used,2,$64.88,,$0.00,$0.00,0,Value ($25–$75),4.187835,$16.22,,,LUM-510-NVR-4CH,,127.76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,0,Seller_426,Leesburg,Virginia,United States,1,11,0.0833,1,,,$0.00
Mini APP WiFi Camera 1080P HD Motion Detection Home Security Audio Video Cam,Mayvillage,,,Camera,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,New,5,$19.99,,$0.00,$0.00,0,Budget (<$25),3.044046,,$871.00,$16.00,,,34.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,63.7,Seller_427,Princeton Junction,NJ,United States,167,49,0.7731,0,68,81.4,"$17,411.29"
"All-New Blink Outdoor 4 (4Th Gen) Camera Mount, Weatherproof Protective Housing",Unknown,,726084631939,Other,Security Cameras,Blink (Amazon),Generic/Unknown,New,5,$14.24,,$0.00,$0.00,0,Budget (<$25),2.723924,,$39.00,$3.00,,726084631940,23.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,66.57,Seller_428,Bonner Springs,Kansas,United States,1,20,0.0476,1,7,98.1,$555.36
10 Pcs DC Power Supply Female Jack Socket 5.5 x 2.1mm Barrel-Type PCB Mount,Unknown,,,Other,Accessories,Other/Generic,Generic/Unknown,New,5,$3.00,,$0.00,$0.00,0,Budget (<$25),1.386294,,$230.00,$10.00,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,61.1,Seller_429,Richardson,TX,United States,168,11,0.9385,0,88,75.9,$690.00
ANNKE 16CH 8CH 3K 5MP Lite H.265+ DVR CCTV Security Video Recorder AI Detection,Annke,AU-DW81KN/DW61LN,,Alarm/Sensor,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$55.16,$64.89,$14.99,$9.73,1,Value ($25–$75),4.028205,$3.45,$130.00,$10.00,AU-DW81KN/DW61LN,,4.509333333,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,16,1,2,70.89,Seller_43,Flanders,NJ,United States,162,60,0.7297,0,9,97.5,"$7,170.80"
ANNKE 5MP Video CCTV Security Camera Outdoor Color Night Vision Audio Recording,Annke,AN-CR1CV0102,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$26.26,,$0.00,$0.00,0,Value ($25–$75),3.30542,,$482.00,$10.00,AN-CR1CV0103,,47.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,68.2,Seller_43,Flanders,NJ,United States,162,60,0.7297,0,12,96.7,"$12,657.32"
ANNKE 1080P CCTV Security Camera System 5MP Lite 8CH DVR Outdoor AI Color Night,Annke,DW81KN-51EP/51EF/T1GK/T1GJ,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$109.56,$128.89,$15.00,$19.33,1,Mid-Range ($75–$200),4.705558,$13.70,$15.00,$10.00,DW81KN-51EP/51EF/T1GK/T1GJ,,6.005333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,1,3,57.84,Seller_43,Flanders,NJ,United States,161,61,0.7252,0,8,97.8,"$1,643.40"
ANNKE 8CH 4K 8MP 5IN1 H.265+ DVR Video Recorder for CCTV Security Camera System,Annke,AU-DT81DW000,,Dvr Recorder,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$110.41,$129.89,$15.00,$19.48,1,Mid-Range ($75–$200),4.713217,$13.80,$37.00,$10.00,AU-DT81DW001,,6.028666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,65.84,Seller_43,Flanders,NJ,United States,161,61,0.7252,0,2,99.5,"$4,085.17"
ANNKE HD 8CH 4K NVR POE IP Network 8MP Video Recorder for Security Camera System,Annke,AU-N98PBL000,,NVR,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$63.85,$93.89,$31.99,$30.04,1,Value ($25–$75),4.172077,$7.98,$62.00,$10.00,AU-N98PBL001,,19.29533333,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,1,1,73.47,Seller_43,Flanders,NJ,United States,162,60,0.7297,0,7,98.1,"$3,958.70"
ANNKE 4x 5MP CCTV Security Camera Outdoor AI Color Night Vision Audio Recording,Annke,AU-KCR1CW0402,,Turret Camera,Security Cameras,Other/Generic,Other Brand,New,5,$98.51,$115.89,$15.00,$17.38,1,Mid-Range ($75–$200),4.600258,,$207.00,$10.00,AU-KCR1CW0403,,5.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,71.85,Seller_43,Flanders,NJ,United States,162,60,0.7297,0,10,97.3,"$20,391.57"
ANNKE 8CH DVR 5MP Audio Security Camera System Human Detection Color Night IP67,Annke,AU-DW81KN-R1CW,,Turret Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$399.41,$469.89,$15.00,$70.48,1,Premium ($200–$500),5.992489,$49.93,$482.00,$10.00,AU-DW81KN-R1CW,,13.962,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,8,1,4,73.54,Seller_43,Flanders,NJ,United States,161,61,0.7252,0,2,99.5,"$192,515.62"
ANNKE 4K Dual Lens 180° View AI Color Night PoE Security IP Camera Two-Way Audio,Annke,AN-I91ET0102,,Turret Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$87.07,,$0.00,$0.00,0,Mid-Range ($75–$200),4.478132,,$37.00,$10.00,AN-I91ET0103,,169.14,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,60.59,Seller_43,Flanders,NJ,United States,162,60,0.7297,0,11,97,"$3,221.59"
ANNKE 1080P CCTV Security Camera System 8CH 5MP Lite DVR Outdoor AI Color Night,Annke,DW81KN+C51EF*4,,Bullet Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$101.91,$119.89,$15.00,$17.98,1,Mid-Range ($75–$200),4.633855,$12.74,$286.00,$10.00,DW81KN+C51EF*5,,5.795333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,8,1,3,72.67,Seller_43,Hebron,KY,United States,161,61,0.7252,0,6,98.4,"$29,146.26"
SANNCE 4IN1 HD 1080P Night Vision Outdoor CCTV Security Camera Home Surveillance,Sannce,SN-C51EU0103-V1,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$16.91,,$0.00,$0.00,0,Budget (<$25),2.885359,,$137.00,$10.00,SN-C51EU0103-V2,,28.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,67.04,Seller_43,Hebron,KY,United States,162,60,0.7297,0,3,99.2,"$2,316.67"
ARCCTV Home Security System HD Camera Kit - Solar Powered Model C3 Pro,Arcctv,C3 Pro,,Camera,Security Cameras,Other/Generic,Other Brand,Open Box,4,$86.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.477223,,,,C3 Pro,,169.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,Seller_430,Tampa,FL,United States,162,17,0.905,0,,,$0.00
ARCCTV Outdoor 360° PTZ Solar Security Camera System Battery Wireless 4MP Home,Arcctv,K02W7271US,,Complete System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$55.99,,$0.00,$0.00,0,Value ($25–$75),4.042876,,$4.00,$10.00,K02W7271US,,106.98,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,3,33.87,Seller_431,Walton,Kentucky,United States,1,26,0.037,1,92,74.8,$223.96
4 X 100Ft Video&Power Cable for Night Owl HD CCTV Security Camera Wire Cord,Cctv Security Camera Wire Cord,do not apply,do not apply,Cable/Accessory,Accessories,Other/Generic,Other Brand,New,5,$39.89,,$0.00,$0.00,0,Value ($25–$75),3.710886,,$40.00,$2.00,do not apply,do not apply,74.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,67.77,Seller_432,US Warehouse - FREE & FAST Shipping in USA,Vietnam,United States,1,18,0.0526,1,4,98.9,"$1,595.60"
Spare Battery for AllSecure650 & AllSecure600 Kits & Cameras SONVW-600BATT,Swann,SONVW-600BATT-GL,840236135356,Not Available,Security Cameras,Other/Generic,Prosumer,New,5,$45.00,,$0.00,$0.00,0,Value ($25–$75),3.828641,,$5.00,$1.00,SONVW-600BATT-GL,840236135357,85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,33.33,Seller_433,CA,United States,United States,168,11,0.9385,0,,,$225.00
16ft DC Power Extension Cable Cord 5.5x2.1mm 16 feet/5M for CCTV Camera DVR BLK,Unbranded/Generic,,,Extension Cable,Accessories,Other/Generic,Other Brand,New,5,$7.25,,$0.00,$0.00,0,Budget (<$25),2.110213,,$381.00,$10.00,,,9.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,1,1,56.32,Seller_434,Meadow Lands,Pennsylvania,United States,1,27,0.0357,1,154,57.8,"$2,762.25"
Google Nest Camera Charging Cable With A/C Block (Original/Genuine) 3FT.,Google Nest,,,Other,Accessories,Google Nest,Premium Consumer,New,5,$6.99,,$0.00,$0.00,0,Budget (<$25),2.078191,,$164.00,$10.00,,,8.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,51.17,Seller_435,Longmont,CO,United States,168,11,0.9385,0,201,44.9,"$1,146.36"
"New Sight Bulb WiFi Smart Camera & Light Pro, 75W Equivalent LED Light",Pro,,850045533144,Other,Security Cameras,Other/Generic,Other Brand,New,5,$21.95,,$0.00,$0.00,0,Budget (<$25),3.133318,,$1.00,$4.00,,850045533145,38.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,8,Seller_436,Bloomfield Hills,MI,United States,162,58,0.7364,0,,,$21.95
SONOFF CAM PT2 Wifi Smart Home Security Camera Night Vision 360° Panoramic View,Sonoff,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$24.99,$29.99,$16.67,$5.00,1,Budget (<$25),3.257712,,$8.00,$10.00,,,4.446,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,51.97,Seller_437,Bordentown,New Jersey,United States,1,93,0.0106,1,10,97.3,$199.92
Optex White BX Shield 80FT Boundary Outdoor Detector PIR Anti-Masking BXS-RAM-W,Optex,BXS-RAM(W),788924502519,Outdoor Motion Detector,Sensors & Motion Detectors,Other/Generic,Other Brand,New,5,$129.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.875121,,$4.00,$12.00,BXS-RAM(W),788924502520,254.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,0,28.9,Seller_438,Covington,GA,United States,162,18,0.9,0,135,63,$519.96
"Visonic Powermaster 10 G2 Spanish Kit, NEXT K9-85 PG2, MC-302, KF-234 915 Mhz",Visonic,PMaster 10 915 SP Kit,,Security Panel Kit,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$124.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.836203,,$31.00,$9.00,PMaster 10 915 SP Kit,,244.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,49.99,Seller_439,Sharpsburg,GA,United States,168,11,0.9385,0,134,63.3,"$3,874.69"
Solar Security Camera System Wireless Outdoor Dual-Lens Dual PIR Detect NVR Set,Camcamp,,,Wireless Solar Security Camera System,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$309.99,,$0.00,$0.00,0,Premium ($200–$500),5.739761,,$6.00,$6.00,,,614.98,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,1,3,49.76,Seller_44,Hollis,NY,United States,162,60,0.7297,0,3,99.2,"$1,859.94"
Indoor WiFi Security Camera 360° Motion Alert Two-Way Audio,Noahtec,,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$10.90,,$0.00,$0.00,0,Budget (<$25),2.476538,,$11.00,$85.00,,,16.8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,1,3,34.43,Seller_440,Frisco,Texas,United States,1,28,0.0345,1,2,99.5,$119.90
Wireless 5G WiFi Security Camera System Smart Outdoor Night Vision 1080P,Unknown,,,Camera,Security Cameras,Other/Generic,Generic/Unknown,New,5,$19.79,,$0.00,$0.00,0,Budget (<$25),3.034472,,$34.00,$4.00,,,34.58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,65.64,Seller_441,Warsaw,Indiana,United States,1,27,0.0357,1,2,99.5,$672.86
4MP WDR PoE Network Dome Camera - DS-2CD2142FWD-I 2.8mm,Unknown,,,Dome Camera,Security Cameras,Other/Generic,Generic/Unknown,Used,2,$79.89,,$0.00,$0.00,0,Mid-Range ($75–$200),4.39309,,$23.00,$4.00,,,157.78,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,63.84,Seller_442,Franklin,IN,United States,168,11,0.9385,0,3,99.2,"$1,837.47"
"NVR Wi‑Fi Module, Only for  Poe NVR System, Supports up to 16  Wi-Fi Cameras, Vi",Unknown,,7445054699658,Other,IP/Smart Camera Systems,Other/Generic,Generic/Unknown,New,5,$90.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.52168,,$3.00,$1.00,,7445054699659,176.98,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1,2,59.76,Seller_443,Sheridan,WY,United States,162,20,0.8901,0,3,99.2,$272.97
2pcs New PIR Motion Sensor Switch infrared wall mount switch AC 110-240V,Unknown,,,Pir Motion Sensor Switch,Sensors & Motion Detectors,Other/Generic,Generic/Unknown,New,5,$13.29,$14.77,$10.02,$1.48,1,Budget (<$25),2.65956,,$37.00,$10.00,,,1.575333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,64.16,Seller_444,Los Angeles,CA,United States,1,226,0.0044,1,4,98.9,$491.73
"Eyemax Magic Series 16‑CH DVR CCTV – Channel 5 Fault, All Others Fully Working",Eyemax,,,Surveillance Dvr,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$175.00,,$0.00,$0.00,0,Mid-Range ($75–$200),5.170484,,,,,,348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1,1,29.67,Seller_445,Oklahoma City,Oklahoma,United States,1,11,0.0833,1,4,98.9,$0.00
ZOSI H.264 HD 720P DVR Security System with Adapter,Zosi,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$45.00,,$0.00,$0.00,0,Value ($25–$75),3.828641,,,,,,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1,1,29.85,Seller_446,New York,New York,United States,1,26,0.037,1,2,99.5,$0.00
Verkada Wall Pole Mount Bracket For Dome Bullet Security Cameras ACC‑MNT‑XLARM‑1,Verkada,ACC-MNT-XLARM-1,,Wall & Pole Mount Bracket,Closed Circuit Cameras,Other/Generic,Other Brand,Open Box,4,$99.95,,$0.00,$0.00,0,Mid-Range ($75–$200),4.614625,,,$3.00,ACC-MNT-XLARM-2,,195.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,Seller_447,,,,0,0,,0,,,$0.00
2-Pack Blink Outdoor Camera 4th Gen Rain Canopy Hood Latest Cover Hood,Blink,,,Camera,Security Cameras,Blink (Amazon),Premium Consumer,New,5,$11.34,,$0.00,$0.00,0,Budget (<$25),2.512846,,$228.00,$83.00,,,17.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,0,47.65,Seller_448,,,,0,0,,0,142,61.1,"$2,585.52"
Pool Patrol PA-30 Pool Alarm Certified ASTM Safety Specification F2208,Pool Patrol,PA-30,789681012365,Swimming Pool Alarms,Uncategorized,Other/Generic,Other Brand,Open Box,4,$110.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.70953,,$6.00,$2.00,PA-31,789681012366,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,59.85,Seller_449,,,,0,0,,0,2,99.5,$660.00
Lot 4K 8MP PoE IP Camera Weatherproof Security Camera Color Night Vision Audio,Jennov,A95WF85-3-EAS,,Bullet Camera,Security Cameras,Other/Generic,Other Brand,New,5,$32.92,$39.19,$16.00,$6.27,1,Value ($25–$75),3.524005,,$73.00,$10.00,A95WF85-3-EAS,,4.416,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,68.42,Seller_45,Grand Prairie,TX,United States,168,53,0.7602,0,19,94.8,"$2,403.16"
"JENNOV 10""LCD 10CH 5MP NVR WiFi IP Outdoor Wireless Security Camera System CCTV",Jennov,,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$228.79,$259.99,$12.00,$31.20,1,Premium ($200–$500),5.437166,$22.88,$17.00,$10.00,,,3.587333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,10,1,2,58.36,Seller_45,Grand Prairie,TX,United States,168,12,0.9333,0,5,98.6,"$3,889.43"
4-Pack Wireless 2.4G WiFi Security Camera System Smart Outdoor Night Vision 3MP,Jennov,A31HH35-3-FAS,,Camera,Security Cameras,Other/Generic,Other Brand,New,5,$52.99,,$0.00,$0.00,0,Value ($25–$75),3.988799,,$165.00,$10.00,A31HH35-3-FAS,,100.98,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,1,2,67.39,Seller_45,Grand Prairie,TX,United States,169,12,0.9337,0,4,98.9,"$8,743.35"
5MP Outdoor Wireless Security Camera System Home WiFi 10CH NVR Night Vision 30m,Jennov,P31HJ55AS-V8010-1,,Camera,IP/Smart Camera Systems,Other/Generic,Other Brand,New,5,$183.76,,$0.00,$0.00,0,Mid-Range ($75–$200),5.219058,$18.38,$42.00,$10.00,P31HJ55AS-V8010-2,,362.52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,10,1,3,60.75,Seller_45,Grand Prairie,TX,United States,167,54,0.7557,0,19,94.8,"$7,717.92"
Security Camera System Outdoor Wireless 5MP NVR WIFI Two Way Audio Night Vision,Jennov,,,Ptz,Cctv Systems,Other/Generic,Other Brand,Certified Refurbished,3,$189.99,$199.99,$5.00,$10.00,1,Mid-Range ($75–$200),5.252221,,$3.00,$10.00,,,-6.332666667,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,,1,4,38.93,Seller_45,Grand Prairie,TX,United States,168,52,0.7636,0,22,94,$569.97
8MP 20x Optical Zoom Night Vision POE IP PTZ Security Camera 2-Way Audio IR IP66,Jennov,P87HM85-30X-EAS,,Ptz,Security Cameras,Other/Generic,Other Brand,New,5,$156.59,$179.99,$13.00,$23.40,1,Mid-Range ($75–$200),5.059997,,$4.00,$10.00,P87HM85-30X-EAS,,4.507333333,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,2,43.77,Seller_45,Grand Prairie,TX,United States,168,53,0.7602,0,19,94.8,$626.36
GeoVision USAVISION Outdoor PoE Network Mini Security Camera 4MP IR (0-LUX) IP67,Geovision,UA-B40004F,,Outdoor Poe Network Security Camera / Surveillance Camera,Security Cameras,Other/Generic,Other Brand,New,5,$86.90,,$0.00,$0.00,0,Mid-Range ($75–$200),4.4762,,$6.00,$4.00,UA-B40004F,,168.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,24,Seller_450,,,,0,0,,0,,,$521.40
BZBGEAR 1080P FHD 20X HDMI/3G-SDI/NDI/RS232/485/POE Live Streaming PTZ Camera,Bzbgear,BG-ND-20XHSRP,850009357519,Streaming Camera,Uncategorized,Other/Generic,Other Brand,New,5,$599.00,,$0.00,$0.00,0,High-End ($500–$1.5K),6.39693,,$9.00,$10.00,BG-ND-20XHSRP,850009357520,1193,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,48.29,Seller_451,,,,0,0,,0,8,97.8,"$5,391.00"
LTS LTD8504K-ST 4CH 5MP H.265+ HD-TVI,Lts,,,DVR,Surveillance Dvrs & Nvrs,Other/Generic,Other Brand,Used,2,$100.00,,$0.00,$0.00,0,Mid-Range ($75–$200),4.615121,$25.00,,,,,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,Seller_452,Sarver,Pennsylvania,United States,168,11,0.9385,0,,,$0.00
QOLSYS iQ4 iQP4001 WIRELESS ALARM SYSTEM ALARM.COM VERIZON LTE INTERLOGIX 319 N,Qolsys,,,Alarm Panel,Accessories,Other/Generic,Other Brand,New,5,$299.95,,$0.00,$0.00,0,Premium ($200–$500),5.706944,,$6.00,$1.00,,,594.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,1,60.02,Seller_46,Friendswood,TX,United States,169,11,0.9389,0,52,85.8,"$1,799.70"
QOLSYS iQ2+ HONEYWELL 2GIG POWER G WIRELESS SYS ALARM.COM VERIZON LTE QS9201-5 U,Qolsys,,,Panel,Sensors & Motion Detectors,Other/Generic,Other Brand,Used,2,$179.95,,$0.00,$0.00,0,Mid-Range ($75–$200),5.198221,,$6.00,$4.00,,,357.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,49.8,Seller_46,Friendswood,TX,United States,168,11,0.9385,0,51,86,"$1,079.70"
"Blink Mini / Mini 2 / Mini 2K+ Security Camera – 1080p/2K, Night Vision.",Blink,Not Applicable,,Camera,Security Cameras,Blink (Amazon),Premium Consumer,New,5,$65.99,,$0.00,$0.00,0,Value ($25–$75),4.204543,,$120.00,$7.00,Not Applicable,,126.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,67.14,Seller_47,Flushing,New York,United States,1,51,0.0192,1,8,97.8,"$7,918.80"
4 Pack IR Bullet Dummy Fake Surveillance Security Camera CCTV with Record Light,Horizon,WL-KEYMOD-COVER-32,,Bullet Camera,Dummy Cameras,Other/Generic,Other Brand,New,5,$21.95,,$0.00,$0.00,0,Budget (<$25),3.133318,,"$2,346.00",$10.00,WL-KEYMOD-COVER-33,,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,4,1,67.46,Seller_48,Meadow Lands,Pennsylvania,United States,1,27,0.0357,1,29,92.1,"$51,494.70"
HD 1080P Mini Camera Portable Micro Cam Pocket Video Recorder Motion Detection,Unknown,,,Security Cameras,Security Cameras,Other/Generic,Generic/Unknown,New,5,$20.99,,$0.00,$0.00,0,Budget (<$25),3.090588,,$8.00,$7.00,,,36.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,50.58,Seller_49,Hebron,Kentucky,United States,2,220,0.009,0,9,97.5,$167.92
Ring Wired Doorbell Pro 4K (Newest Model) | 3rd Gen | Sealed,Ring,B0F151GFYR,840414665354,Doorbell Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$144.99,,$0.00,$0.00,0,Mid-Range ($75–$200),4.983538,,$35.00,$10.00,B0F151GFYR,840414665355,284.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,60.87,Seller_5,Frisco,TX,United States,162,19,0.895,0,3,99.2,"$5,074.65"
Ring Floodlight Cam Pro 4K (Newest Model) Wired | 2nd gen | Sealed | White,Ring,,,Floodlight Camera,Security Cameras,Ring (Amazon),Premium Consumer,New,5,$159.99,,$0.00,$0.00,0,Mid-Range ($75–$200),5.081342,,$69.00,$10.00,,,314.98,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,64.7,Seller_5,Frisco,TX,United States,162,19,0.895,0,3,99.2,"$11,039.31"
